Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,TimeDim,Dim1Type,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
29484578,AIR_42,COUNTRY,AGO,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE114,,,,,17 [4-35],17.3302,3.71031,34.60962,,2022-08-26T09:13:12.273+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484579,AIR_42,COUNTRY,AGO,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE000,,,,,72 [22-130],71.54869,21.62646,129.65797,,2022-08-26T09:13:12.29+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484580,AIR_42,COUNTRY,AGO,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE068,,,,,1 [0-1],0.51946,0.05199,1.41802,,2022-08-26T09:13:12.303+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484581,AIR_42,COUNTRY,ALB,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,2 [1-4],1.9932,0.5599,4.42464,,2022-08-26T09:13:12.32+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484582,AIR_42,COUNTRY,ALB,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,34 [21-44],33.61742,20.54192,43.82369,,2022-08-26T09:13:12.337+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484583,AIR_42,COUNTRY,ALB,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,2 [1-3],2.15854,1.04752,3.34575,,2022-08-26T09:13:12.35+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484584,AIR_42,COUNTRY,ALB,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,20 [9-31],19.72144,9.35952,31.14013,,2022-08-26T09:13:12.367+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484585,AIR_42,COUNTRY,ALB,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,59 [43-76],59.11605,42.57876,75.99254,,2022-08-26T09:13:12.383+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484586,AIR_42,COUNTRY,ALB,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,2 [1-3],1.62544,0.84139,2.63301,,2022-08-26T09:13:12.4+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484587,AIR_42,COUNTRY,ALB,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE118,,,,,2 [0-4],1.67848,0.4715,3.72601,,2022-08-26T09:13:12.417+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
